animal_id,animal_type,sex,age,color,outcome,outcome_month,outcome_year,mix,outcome_datetime_ChristmasEve,outcome_datetime_NewYearsDay,outcome_datetime_USChristmasDay,outcome_datetime_USThanksgivingDay
A670598,Dog,Neutered Male,1,Tricolor,Adoption,1,2014,Mix,0,0,0,0
A668674,Dog,Neutered Male,0.6666666666666666,Multiple colors,Euthanasia,12,2013,Mix,0,0,0,0
A701157,Cat,Intact Female,0.03835613285797299,Point,Transfer,4,2015,Mix,0,0,0,0
A669861,Cat,Spayed Female,0.25,Tabby,Transfer,1,2014,Mix,0,0,0,0
A678132,Dog,Spayed Female,7,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A679029,Dog,Intact Male,0.8333333333333334,Multiple colors,Euthanasia,5,2014,Mix,0,0,0,0
A668627,Dog,Spayed Female,2,Tricolor,Transfer,12,2013,Mix,0,0,0,0
A679985,Dog,Intact Female,8,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A690789,Dog,Neutered Male,2,Multiple colors,Adoption,11,2014,Mix,0,0,0,0
A716348,Cat,Intact Female,0.03835613285797299,Tabby,Transfer,11,2015,Mix,0,0,0,0
A692835,Dog,Spayed Female,2,Brindle,Adoption,5,2015,Mix,0,0,0,0
A684711,Cat,Intact Male,0.08333333333333333,Orange Tiger,Euthanasia,8,2014,Mix,0,0,0,0
A699518,Dog,Neutered Male,4,Fawn,Transfer,4,2015,Mix,0,0,0,0
A715083,Dog,Spayed Female,0.5,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A702676,Dog,Spayed Female,0.75,Tricolor,Transfer,12,2015,Mix,0,0,0,0
A642905,Cat,Neutered Male,9,Point,Transfer,3,2014,Mix,0,0,0,0
A705171,Cat,Intact Male,0.07671226571594598,Tabby,Transfer,6,2015,Mix,0,0,0,0
A669185,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A702972,Cat,Neutered Male,0.3333333333333333,Multiple colors,Adoption,8,2015,Mix,0,0,0,0
A694532,Cat,Neutered Male,0.5,Tabby,Adoption,1,2015,Mix,0,0,0,0
A712337,Dog,Neutered Male,2,Multiple colors,Transfer,2,2016,Mix,0,0,0,0
A679456,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,5,2014,Mix,0,0,0,0
A699599,Dog,Neutered Male,12,Black,Return_to_owner,3,2015,Mix,0,0,0,0
A680404,Dog,Neutered Male,0.5,Tricolor,Adoption,6,2014,Mix,0,0,0,0
A673490,Dog,Neutered Male,0.5833333333333334,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A710633,Dog,Intact Female,2,Multiple colors,Return_to_owner,9,2015,Mix,0,0,0,0
A705621,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,6,2015,Mix,0,0,0,0
A672255,Cat,Neutered Male,4,Tabby,Transfer,3,2014,Mix,0,0,0,0
A705434,Dog,Spayed Female,0.16666666666666666,Tricolor,Adoption,7,2015,Mix,0,0,0,0
A623561,Dog,Neutered Male,6,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A678067,Dog,Neutered Male,6,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A595426,Dog,Neutered Male,5,Multiple colors,Return_to_owner,10,2015,Mix,0,0,0,0
A696501,Dog,Neutered Male,4,Multiple colors,Transfer,5,2015,Mix,0,0,0,0
A703653,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,6,2015,NA,0,0,0,0
A668098,Dog,Neutered Male,2,Multiple colors,Transfer,12,2013,Mix,0,0,0,0
A674570,Dog,Spayed Female,1,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A695076,Cat,Neutered Male,2,Tabby,Transfer,1,2015,Mix,0,0,0,0
A704695,Cat,Spayed Female,0.16666666666666666,Tabby,Transfer,6,2015,Mix,0,0,0,0
A664491,Dog,Intact Male,0.08333333333333333,Black,Died,10,2013,Mix,0,0,0,0
A677774,Cat,Intact Female,0.01643835616438356,Tabby,Transfer,4,2014,Mix,0,0,0,0
A686614,Dog,Intact Male,3,Tricolor,Transfer,8,2014,Mix,0,0,0,0
A695260,Cat,Neutered Male,0.3333333333333333,Tabby,Adoption,1,2015,Mix,0,0,0,0
A705998,Cat,Intact Female,0.16666666666666666,Black,Transfer,7,2015,Mix,0,0,0,0
A703978,Dog,Neutered Male,5,Multiple colors,Return_to_owner,6,2015,Mix,0,0,0,0
A676292,Dog,Intact Male,0.4166666666666667,Multiple colors,Transfer,4,2014,Mix,0,0,0,0
A688366,Cat,Intact Male,0.16666666666666666,Tabby,Adoption,9,2014,Mix,0,0,0,0
A717671,Dog,Intact Male,13,Multiple colors,Return_to_owner,12,2015,Mix,0,0,0,0
A498735,Dog,Spayed Female,8,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A688472,Cat,Neutered Male,0.25,Tabby,Adoption,11,2014,Mix,0,0,0,0
A714181,Dog,Spayed Female,0.8333333333333334,Multiple colors,Transfer,11,2015,Mix,0,0,0,0
A704244,Cat,Intact Male,1,Tabby,Transfer,6,2015,Mix,0,0,0,0
A715132,Cat,Intact Female,1,Point,Transfer,11,2015,Mix,0,0,0,0
A684103,Cat,Intact Male,0.019178066428986496,Multiple colors,Transfer,7,2014,Mix,0,0,0,0
A681232,Dog,Spayed Female,2,Merle,Transfer,6,2014,Mix,0,0,0,0
A687918,Cat,Neutered Male,0.25,Black,Adoption,12,2014,Mix,0,0,0,0
A697287,Dog,Spayed Female,0.5,Multiple colors,Adoption,2,2015,Mix,0,0,0,0
A609889,Dog,Spayed Female,3,Tricolor,Return_to_owner,5,2015,Mix,0,0,0,0
A712044,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,9,2015,Mix,0,0,0,0
A670646,Dog,Spayed Female,0.16666666666666666,Multiple colors,Return_to_owner,1,2014,Mix,0,0,0,0
A671291,Cat,Neutered Male,2,Tabby,Return_to_owner,1,2014,Mix,0,0,0,0
A708534,Dog,Intact Male,0.05753419928695949,Multiple colors,Transfer,8,2015,Mix,0,0,0,0
A672607,Dog,Neutered Male,2,Multiple colors,Return_to_owner,2,2014,Mix,0,0,0,0
A713165,Cat,Neutered Male,0.5,Tabby,Died,10,2015,Mix,0,0,0,0
A640235,Dog,Spayed Female,4,White,Return_to_owner,7,2015,Mix,0,0,0,0
A719496,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,1,2016,Mix,0,0,0,0
A662220,Cat,Spayed Female,0.16666666666666666,Point,Adoption,10,2013,Mix,0,0,0,0
A719618,Dog,Spayed Female,1,Red,Return_to_owner,1,2016,Mix,0,0,0,0
A706092,Cat,Unknown,0.05753419928695949,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A707685,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,8,2015,Mix,0,0,0,0
A715097,Dog,Spayed Female,6,White,Return_to_owner,10,2015,Mix,0,0,0,0
A717316,Dog,Neutered Male,3,Multiple colors,Adoption,12,2015,Mix,0,0,0,0
A681193,Dog,Intact Female,0.4166666666666667,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A718787,Dog,Neutered Male,2,Multiple colors,Adoption,1,2016,Mix,0,0,0,0
A690778,Dog,Neutered Male,0.9166666666666666,Multiple colors,Return_to_owner,10,2014,Mix,0,0,0,0
A670807,Dog,Neutered Male,3,Multiple colors,Return_to_owner,1,2014,Mix,0,0,0,0
A708703,Dog,Spayed Female,3,Yellow,Adoption,8,2015,Mix,0,0,0,0
A680609,Dog,Neutered Male,0.25,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A696485,Dog,Spayed Female,0.75,Multiple colors,Adoption,2,2015,Mix,0,0,0,0
A687689,Dog,Neutered Male,1,Multiple colors,Adoption,12,2015,Mix,0,0,0,0
A695348,Dog,Neutered Male,7,Multiple colors,Return_to_owner,1,2015,NA,0,0,0,0
A706953,Dog,Intact Female,0.5,Yellow,Euthanasia,7,2015,Mix,0,0,0,0
A668563,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,12,2013,Mix,0,0,0,0
A696931,Dog,Spayed Female,3,Multiple colors,Transfer,5,2015,Mix,0,0,0,0
A709261,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,8,2015,Mix,0,0,0,0
A626951,Cat,Spayed Female,1,Multiple colors,Adoption,10,2013,Mix,0,0,0,0
A698849,Dog,Neutered Male,0.25,Sable,Adoption,5,2015,Mix,0,0,0,0
A691610,Cat,Intact Male,0.6666666666666666,Black,Transfer,11,2014,Mix,0,0,0,0
A679369,Cat,Intact Female,0.03835613285797299,Calico,Transfer,5,2014,Mix,0,0,0,0
A682517,Dog,Spayed Female,1,Brindle,Return_to_owner,7,2014,Mix,0,0,0,0
A706165,Cat,Unknown,2,Black,Transfer,6,2015,Mix,0,0,0,0
A690586,Dog,Spayed Female,5,White,Adoption,10,2014,Mix,0,0,0,0
A686218,Cat,Intact Female,0.08333333333333333,Multiple colors,Euthanasia,8,2014,Mix,0,0,0,0
A695585,Dog,Spayed Female,1,Multiple colors,Transfer,4,2015,Mix,0,0,0,0
A688414,Dog,Neutered Male,8,Buff,Transfer,9,2014,NA,0,0,0,0
A691870,Dog,Neutered Male,7,Merle,Transfer,11,2014,Mix,0,0,0,0
A677001,Dog,Neutered Male,1,Brown,Euthanasia,10,2014,Mix,0,0,0,0
A673424,Dog,Neutered Male,12,Multiple colors,Return_to_owner,2,2014,Mix,0,0,0,0
A708200,Cat,Unknown,0.010958904109589041,Blue,Transfer,7,2015,Mix,0,0,0,0
A665234,Dog,Spayed Female,1,White,Return_to_owner,10,2013,Mix,0,0,0,0
A692879,Dog,Neutered Male,3,Multiple colors,Return_to_owner,3,2015,NA,0,0,0,0
A687730,Cat,Intact Female,0.05753419928695949,Calico,Transfer,9,2014,Mix,0,0,0,0
A707177,Dog,Intact Female,10,Multiple colors,Transfer,7,2015,Mix,0,0,0,0
A709881,Cat,Intact Female,0.25,Calico,Transfer,8,2015,Mix,0,0,0,0
A679426,Dog,Neutered Male,5,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A709340,Cat,Intact Male,0.05753419928695949,Multiple colors,Transfer,8,2015,Mix,0,0,0,0
A710659,Dog,Spayed Female,2,Multiple colors,Adoption,9,2015,NA,0,0,0,0
A666587,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,12,2013,Mix,0,0,0,0
A712158,Dog,Neutered Male,4,Multiple colors,Transfer,9,2015,Mix,0,0,0,0
A685517,Dog,Intact Male,15,Gray,Return_to_owner,8,2014,Mix,0,0,0,0
A685730,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A678991,Cat,Intact Male,0.010958904109589041,Black,Transfer,5,2014,Mix,0,0,0,0
A705624,Dog,Unknown,0.08333333333333333,Black,Transfer,6,2015,Mix,0,0,0,0
A673447,Cat,Spayed Female,15,Tortie/Torbie,Return_to_owner,3,2014,Mix,0,0,0,0
A711688,Cat,Unknown,0.03835613285797299,Tabby,Transfer,9,2015,Mix,0,0,0,0
A697244,Dog,Intact Male,1,Multiple colors,Return_to_owner,2,2015,Mix,0,0,0,0
A677426,Dog,Neutered Male,2,Tan,Adoption,7,2014,Mix,0,0,0,0
A697780,Dog,Neutered Male,3,Brindle,Return_to_owner,4,2015,Mix,0,0,0,0
A719983,Dog,Spayed Female,1,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A695240,Dog,Neutered Male,7,Black,Return_to_owner,1,2015,NA,0,0,0,0
A711664,Cat,Intact Female,0.08333333333333333,Point,Transfer,9,2015,Mix,0,0,0,0
A707869,Cat,Unknown,0.03835613285797299,Tabby,Transfer,7,2015,Mix,0,0,0,0
A663967,Dog,Spayed Female,0.3333333333333333,Brindle,Adoption,1,2014,Mix,0,0,0,0
A708753,Cat,Intact Male,0.16666666666666666,Tabby,Euthanasia,8,2015,Mix,0,0,0,0
A686019,Dog,Neutered Male,2,Multiple colors,Return_to_owner,12,2015,Mix,0,0,0,0
A677092,Cat,Neutered Male,0.08333333333333333,Point,Adoption,6,2014,NA,0,0,0,0
A711574,Cat,Intact Male,0.16666666666666666,Tabby,Transfer,10,2015,Mix,0,0,0,0
A668078,Cat,Spayed Female,0.5,Multiple colors,Adoption,1,2014,Mix,0,0,0,0
A689525,Cat,Spayed Female,10,White,Adoption,10,2014,Mix,0,0,0,0
A702950,Cat,Unknown,0.005479452054794521,Multiple colors,Transfer,5,2015,Mix,0,0,0,0
A689519,Dog,Intact Female,1,Multiple colors,Transfer,10,2014,NA,0,0,0,0
A686649,Dog,Intact Male,2,Multiple colors,Transfer,9,2014,Mix,0,0,0,0
A716346,Dog,Neutered Male,0.5833333333333334,Multiple colors,Transfer,11,2015,Mix,0,0,0,0
A695206,Dog,Neutered Male,3,Multiple colors,Adoption,4,2015,Mix,0,0,0,0
A676604,Dog,Neutered Male,2,Black,Adoption,4,2014,Mix,0,0,0,0
A712574,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A665604,Dog,Spayed Female,1,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A674774,Dog,Neutered Male,6,Multiple colors,Return_to_owner,3,2014,Mix,0,0,0,0
A709803,Dog,Intact Female,16,Black,Euthanasia,8,2015,Mix,0,0,0,0
A666484,Dog,Intact Male,0.25,Multiple colors,Transfer,11,2013,Mix,0,0,0,0
A710135,Cat,Spayed Female,2,Blue,Transfer,8,2015,Mix,0,0,0,0
A672177,Dog,Neutered Male,0.9166666666666666,Black,Adoption,2,2014,Mix,0,0,0,0
A718078,Dog,Intact Male,13,Tan,Return_to_owner,12,2015,Mix,0,0,0,0
A700881,Dog,Spayed Female,3,White,Adoption,4,2015,Mix,0,0,0,0
A694009,Dog,Neutered Male,3,Black,Return_to_owner,12,2014,Mix,0,0,0,0
A679869,Dog,Spayed Female,7,Multiple colors,Adoption,6,2014,Mix,0,0,0,0
A674991,Dog,Spayed Female,4,Tan,Transfer,3,2014,Mix,0,0,0,0
A720908,Cat,Intact Male,NA,Tabby,Euthanasia,2,2016,Mix,0,0,0,0
A705805,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A692251,Cat,Unknown,1,Blue,Transfer,11,2014,Mix,0,0,0,0
A666536,Cat,Intact Female,0.16666666666666666,Black,Euthanasia,11,2013,Mix,0,0,0,0
A660676,Dog,Spayed Female,3,Sable,Adoption,1,2015,Mix,0,0,0,0
A707132,Cat,Neutered Male,2,Black,Adoption,7,2015,Mix,0,0,0,0
A678673,Cat,Unknown,0.08333333333333333,Black,Transfer,5,2014,Mix,0,0,0,0
A686077,Cat,Intact Male,0.3333333333333333,Tabby,Transfer,8,2014,Mix,0,0,0,0
A694219,Dog,Neutered Male,1,Multiple colors,Adoption,12,2014,Mix,0,0,0,0
A718776,Dog,Neutered Male,2,Multiple colors,Adoption,1,2016,Mix,0,0,0,0
A305112,Dog,Spayed Female,11,Multiple colors,Return_to_owner,4,2014,NA,0,0,0,0
A680875,Dog,Intact Female,13,Tan,Return_to_owner,6,2014,Mix,0,0,0,0
A684082,Dog,Neutered Male,2,Multiple colors,Return_to_owner,7,2014,Mix,0,0,0,0
A669561,Dog,Intact Male,5,Multiple colors,Euthanasia,12,2013,Mix,0,0,0,0
A679189,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A698303,Cat,Neutered Male,5,Tabby,Adoption,3,2015,Mix,0,0,0,0
A675541,Cat,Spayed Female,3,Tabby,Transfer,8,2014,Mix,0,0,0,0
A674921,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A559229,Dog,Neutered Male,8,Multiple colors,Return_to_owner,12,2015,Mix,0,0,0,0
A682420,Dog,Spayed Female,3,Fawn,Adoption,7,2014,Mix,0,0,0,0
A678111,Cat,Intact Male,0.00821917808219178,Blue,Transfer,5,2014,Mix,0,0,0,0
A706326,Dog,Spayed Female,1,Brown,Adoption,7,2015,Mix,0,0,0,0
A672858,Dog,Spayed Female,0.4166666666666667,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A713517,Dog,Neutered Male,2,Multiple colors,Adoption,12,2015,Mix,0,0,0,0
A691902,Dog,Intact Female,1,Tan,Euthanasia,11,2014,Mix,0,0,0,0
A588953,Dog,Neutered Male,7,Multiple colors,Adoption,12,2013,NA,0,0,0,0
A687376,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A697789,Cat,Spayed Female,0.08333333333333333,Blue,Adoption,4,2015,Mix,0,0,0,0
A618106,Dog,Neutered Male,5,Tricolor,Return_to_owner,1,2016,NA,0,0,0,0
A684925,Cat,Spayed Female,0.25,Tortie/Torbie,Adoption,8,2014,Mix,0,0,0,0
A696879,Dog,Intact Female,0.16666666666666666,Brown,Transfer,2,2015,Mix,0,0,0,0
A704006,Cat,Intact Male,0.08333333333333333,Tabby,Transfer,6,2015,Mix,0,0,0,0
A699773,Dog,Intact Male,0.08333333333333333,Merle,Transfer,4,2015,Mix,0,0,0,0
A720106,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,2,2016,Mix,0,0,0,0
A674455,Dog,Spayed Female,3,Tan,Euthanasia,3,2014,Mix,0,0,0,0
A708067,Cat,Intact Female,0.03835613285797299,Calico,Transfer,7,2015,Mix,0,0,0,0
A707821,Dog,Neutered Male,3,Buff,Adoption,8,2015,Mix,0,0,0,0
A684916,Dog,Neutered Male,1,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A710832,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,9,2015,Mix,0,0,0,0
A677868,Dog,Neutered Male,2,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A712141,Cat,Unknown,0.01643835616438356,Multiple colors,Transfer,9,2015,Mix,0,0,0,0
A651568,Cat,Spayed Female,1,Blue,Transfer,11,2014,Mix,0,0,0,0
A706441,Dog,Neutered Male,1,Tricolor,Adoption,12,2015,Mix,0,0,0,0
A697296,Dog,Spayed Female,1,Multiple colors,Transfer,3,2015,Mix,0,0,0,0
A719758,Dog,Spayed Female,2,Brindle,Return_to_owner,1,2016,Mix,0,0,0,0
A698641,Dog,Neutered Male,10,Brindle,Euthanasia,3,2015,Mix,0,0,0,0
A684693,Dog,Neutered Male,0.3333333333333333,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A676259,Dog,Neutered Male,3,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A707292,Dog,Spayed Female,0.16666666666666666,Tricolor,Adoption,8,2015,Mix,0,0,0,0
A710490,Cat,Intact Male,0.25,Point,Euthanasia,8,2015,Mix,0,0,0,0
A708158,Cat,Intact Female,0.16666666666666666,Tabby,Transfer,7,2015,Mix,0,0,0,0
A703664,Cat,Intact Male,2,Tabby,Euthanasia,5,2015,Mix,0,0,0,0
A686142,Dog,Neutered Male,0.8333333333333334,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A701681,Cat,Intact Male,0.019178066428986496,Tabby,Transfer,5,2015,Mix,0,0,0,0
A681974,Cat,Intact Female,2,Tabby,Transfer,6,2014,Mix,0,0,0,0
A671167,Cat,Neutered Male,0.5833333333333334,Multiple colors,Adoption,2,2014,Mix,0,0,0,0
A709220,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,10,2015,Mix,0,0,0,0
A693191,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,12,2014,Mix,0,0,0,0
A699452,Dog,Neutered Male,2,Multiple colors,Adoption,4,2015,Mix,0,0,0,0
A677793,Cat,Spayed Female,0.16666666666666666,Black,Adoption,7,2014,Mix,0,0,0,0
A670789,Cat,Intact Male,0.6666666666666666,Tabby,Transfer,1,2014,Mix,0,0,0,0
A700198,Cat,Neutered Male,0.5833333333333334,Point,Adoption,4,2015,Mix,0,0,0,0
A691866,Cat,Intact Female,1,Tabby,Transfer,11,2014,Mix,0,0,0,0
A659414,Dog,Spayed Female,0.9166666666666666,Brown,Adoption,3,2014,Mix,0,0,0,0
A711659,Cat,Intact Female,0.08333333333333333,Black,Transfer,9,2015,Mix,0,0,0,0
A664178,Dog,Intact Female,0.4166666666666667,Tan,Transfer,10,2013,Mix,0,0,0,0
A721109,Dog,Neutered Male,3,Tricolor,Return_to_owner,2,2016,NA,0,0,0,0
A705742,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,7,2015,Mix,0,0,0,0
A712434,Dog,Spayed Female,1,Multiple colors,Transfer,1,2016,Mix,0,0,0,0
A674152,Dog,Neutered Male,1,Yellow,Adoption,3,2014,Mix,0,0,0,0
A676919,Dog,Intact Female,0.25,Multiple colors,Transfer,4,2014,Mix,0,0,0,0
A712649,Cat,Spayed Female,0.25,Tortie/Torbie,Adoption,11,2015,Mix,0,0,0,0
A699906,Cat,Intact Male,0.019178066428986496,Tabby,Transfer,4,2015,Mix,0,0,0,0
A680063,Dog,Neutered Male,1,Merle,Adoption,6,2014,Mix,0,0,0,0
A676281,Dog,Spayed Female,1,Multiple colors,Transfer,4,2014,Mix,0,0,0,0
A708913,Dog,Spayed Female,2,Fawn,Adoption,8,2015,Mix,0,0,0,0
A682343,Dog,Spayed Female,0.4166666666666667,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A714096,Cat,Spayed Female,0.25,Tabby,Adoption,12,2015,Mix,0,0,0,0
A707954,Cat,Spayed Female,17,Tortie/Torbie,Return_to_owner,7,2015,Mix,0,0,0,0
A697209,Cat,Intact Male,0.08333333333333333,Tabby,Transfer,2,2015,Mix,0,0,0,0
A711261,Dog,Spayed Female,0.08333333333333333,Multiple colors,Adoption,10,2015,Mix,0,0,0,0
A698675,Dog,Neutered Male,2,Multiple colors,Transfer,12,2015,Mix,0,0,0,0
A688554,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,10,2014,Mix,0,0,0,0
A709082,Cat,Spayed Female,2,Tabby,Transfer,9,2015,Mix,0,0,0,0
A708404,Dog,Intact Male,0.4166666666666667,Blue,Transfer,7,2015,Mix,0,0,0,0
A715552,Cat,Spayed Female,0.75,Tabby,Adoption,12,2015,Mix,0,0,0,0
A682324,Dog,Spayed Female,0.16666666666666666,Red,Adoption,6,2014,Mix,0,0,0,0
A711803,Cat,Unknown,0.03835613285797299,Tabby,Transfer,9,2015,Mix,0,0,0,0
A639145,Dog,Neutered Male,5,Brindle,Adoption,5,2015,Mix,0,0,0,0
A701596,Dog,Neutered Male,2,Brindle,Adoption,5,2015,Mix,0,0,0,0
A719555,Dog,Neutered Male,0.5,Multiple colors,Return_to_owner,1,2016,Mix,0,0,0,0
A665388,Cat,Intact Male,0.03835613285797299,Tabby,Transfer,10,2013,Mix,0,0,0,0
A692037,Cat,Intact Male,0.16666666666666666,Tabby,Transfer,11,2014,Mix,0,0,0,0
A674872,Dog,Spayed Female,2,Multiple colors,Return_to_owner,3,2014,NA,0,0,0,0
A664089,Dog,Spayed Female,8,Tricolor,Adoption,10,2013,Mix,0,0,0,0
A689275,Cat,Neutered Male,0.25,Black,Adoption,12,2014,Mix,0,0,0,0
A706318,Cat,Intact Male,0.16666666666666666,Tabby,Adoption,8,2015,Mix,0,0,0,0
A707412,Dog,Intact Female,6,Multiple colors,Euthanasia,7,2015,NA,0,0,0,0
A654847,Dog,Neutered Male,9,Multiple colors,Return_to_owner,5,2015,NA,0,0,0,0
A633632,Dog,Intact Female,2,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A718144,Dog,Neutered Male,2,Multiple colors,Transfer,12,2015,Mix,0,0,0,0
A697145,Dog,Spayed Female,1,Tricolor,Adoption,2,2015,Mix,0,0,0,0
A701486,Cat,Unknown,0.05753419928695949,Tabby,Transfer,4,2015,Mix,0,0,0,0
A704489,Dog,Intact Male,0.08333333333333333,Black,Transfer,6,2015,Mix,0,0,0,0
A684662,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,7,2014,Mix,0,0,0,0
A691646,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,12,2014,Mix,0,0,0,0
A709302,Cat,Intact Male,0.08333333333333333,Tabby,Transfer,8,2015,Mix,0,0,0,0
A679829,Dog,Spayed Female,4,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A667300,Dog,Neutered Male,2,Multiple colors,Euthanasia,12,2013,Mix,0,0,0,0
A698801,Dog,Neutered Male,1,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A677221,Dog,Spayed Female,0.5,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A715671,Dog,Neutered Male,0.25,Multiple colors,Transfer,11,2015,Mix,0,0,0,0
A719648,Dog,Neutered Male,8,Tan,Return_to_owner,1,2016,Mix,0,0,0,0
A687377,Cat,Intact Female,1,White,Transfer,9,2014,Mix,0,0,0,0
A689416,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,10,2014,Mix,0,0,0,0
A692298,Dog,Spayed Female,0.75,Brindle,Adoption,3,2015,Mix,0,0,0,0
A681587,Dog,Spayed Female,0.16666666666666666,Brindle,Adoption,6,2014,Mix,0,0,0,0
A672488,Dog,Neutered Male,1,Brindle,Transfer,2,2014,Mix,0,0,0,0
A697795,Dog,Spayed Female,2,Multiple colors,Adoption,5,2015,Mix,0,0,0,0
A673636,Dog,Spayed Female,2,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A692594,Cat,Intact Female,0.05753419928695949,Tabby,Transfer,11,2014,Mix,0,0,0,0
A713036,Cat,Neutered Male,0.5,Tabby,Adoption,10,2015,Mix,0,0,0,0
A703245,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,5,2015,Mix,0,0,0,0
A679982,Cat,Spayed Female,0.3333333333333333,Tortie/Torbie,Adoption,8,2014,Mix,0,0,0,0
A679621,Dog,Spayed Female,2,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A666221,Dog,Spayed Female,2,Tricolor,Return_to_owner,8,2015,NA,0,0,0,0
A712679,Cat,Neutered Male,0.25,Tabby,Adoption,12,2015,Mix,0,0,0,0
A682021,Cat,Intact Male,0.08333333333333333,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A719646,Dog,Neutered Male,1,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A668970,Dog,Intact Female,4,Multiple colors,Transfer,12,2013,Mix,0,0,0,0
A720447,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A678770,Dog,Spayed Female,1,Merle,Adoption,10,2014,Mix,0,0,0,0
A696980,Dog,Neutered Male,1,Buff,Adoption,2,2015,Mix,0,0,0,0
A708565,Cat,Intact Female,1,Multiple colors,Transfer,7,2015,Mix,0,0,0,0
A589841,Dog,Neutered Male,5,Brindle,Return_to_owner,6,2015,Mix,0,0,0,0
A708865,Dog,Spayed Female,2,Black,Adoption,8,2015,Mix,0,0,0,0
A716769,Dog,Neutered Male,1,Chocolate,Adoption,12,2015,Mix,0,0,0,0
A714277,Dog,Neutered Male,2,Tan,Return_to_owner,10,2015,Mix,0,0,0,0
A676275,Cat,Neutered Male,0.16666666666666666,Blue,Adoption,6,2014,Mix,0,0,0,0
A666546,Cat,Intact Female,0.16666666666666666,Tabby,Euthanasia,11,2013,Mix,0,0,0,0
A699876,Dog,Intact Female,0.08333333333333333,Tricolor,Transfer,4,2015,Mix,0,0,0,0
A687108,Dog,Intact Male,1,Brindle,Return_to_owner,10,2014,NA,0,0,0,0
A700034,Dog,Spayed Female,5,Multiple colors,Transfer,4,2015,Mix,0,0,0,0
A705711,Dog,Neutered Male,8,Multiple colors,Adoption,7,2015,Mix,0,0,0,0
A671670,Cat,Neutered Male,2,Tabby,Transfer,1,2014,Mix,0,0,0,0
